"text";"created";"screenName";"retweetCount";"isRetweet";"id";"characters"
"RT @FightNowAmerica: Just because FISA approves a wiretap doesn't mean it's justified. Not when the intelligence community is in Obama's po…";"2017-03-04 23:56:16";"ElaineD9999999";35;TRUE;838176295477522432;140
"RT @NolteNC: When do we stop pretending that the same Barry who weaponized the IRS against everyday Americans would be above a Trump wireta…";"2017-03-04 23:56:16";"lori_konecki";775;TRUE;838176295271841792;140
"RT @DaShanneStokes: You're a liar, fraud, and puppet, Mr. Trump. Do us all a favor and resign. #resist #wiretap #trumprussia #trumpleaks #t…";"2017-03-04 23:56:15";"micfalcone815";199;TRUE;838176294403772416;140
"RT @LeonardPittsJr1: This fool should be sued for libel. Obama won't, but I sure wish Obama would.
https://t.co/jOZndf5HHL";"2017-03-04 23:56:15";"bkurtz77";91;TRUE;838176294164705280;122
"RT @RealMuckmaker: How dumb is Donald Trump? I’ve known since November about Trump Tower wiretap over Russia https://t.co/23DpfnOYz5 via @P…";"2017-03-04 23:56:15";"KnightSwan1";53;TRUE;838176294051393536;140
"RT @SonofLiberty357: We have taken this from 78-22 to 68-32. Let's flip it farther. #maga #wiretap #obamagate #wiretapping  #fisa https://t…";"2017-03-04 23:56:15";"UpTheRiverJBPD3";36;TRUE;838176293980147712;140
"RT @Doranimated: Officials who routinely leak classified info against Trump leak that there was no classified wiretap of Trump. https://t.c…";"2017-03-04 23:56:15";"therealfunyfarm";29;TRUE;838176293917057024;140
"RT @DavidCornDC: The president doesn't wiretap. The FBI and NSA do. And the DOJ processes surveillance requests for FISA court. https://t.c…";"2017-03-04 23:56:15";"birdiealways";4887;TRUE;838176293283840000;140
"RT @Stevenwhirsch99: #wiretap on #TrumpTower doesn't surprise me. Obama methodically destroyed America for 8 years and I'm afraid it's just…";"2017-03-04 23:56:15";"BeverlySimcic";346;TRUE;838176292470161408;140
"RT @Stonekettle: Warrantless wiretap of brown people: Hey, if you're not doing anything wrong you've got nothing to fear

FISA Warrant: THI…";"2017-03-04 23:56:15";"jason_kottler";221;TRUE;838176292298162176;140
"RT @WayneDupreeShow: Liberals are saying Obama didn't have authority to wiretap @realDonaldTrump 

He also didn't have authority to pay Ira…";"2017-03-04 23:56:15";"staggerlee420";1255;TRUE;838176292214358016;140
"RT @RepublicReturn: God Bless America #March4Trump #TrumpTower #SpiritofAmericaRally #WireTap FISA https://t.co/8D5gANIjlD";"2017-03-04 23:56:14";"RickAndKim30yrs";117;TRUE;838176290700152832;122
"RT @politico: Analysis: Trump’s wiretap rant betrays ignorance of the law https://t.co/gI7x7g0lZY via @POLITICOMag https://t.co/e9h0yUhXzZ";"2017-03-04 23:56:14";"ForQ2";102;TRUE;838176289827786752;138
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:14";"reiquarterback";246;TRUE;838176289810960384;144
"RT @tedlieu: Implication of Trump's #wiretap admission is that there is a serious counterintelligence/criminal investigation on him and/or…";"2017-03-04 23:56:14";"elevenstars";398;TRUE;838176289282535424;139
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:14";"mr_rhodes015";246;TRUE;838176289282469888;144
"RT @matthewchampion: how news works:

Thursday: Conservative radio show says Obama sought Trump wiretap
Friday: Breitbart reports this
Satu…";"2017-03-04 23:56:14";"jjm_tan";3646;TRUE;838176287592071168;140
"RT @sjredmond: Trump Tower. This just in. The NSA confirms that it wasn't a #Wiretap that was ordered, it was a baby monitor.";"2017-03-04 23:56:14";"Kathy_Scheidel";3086;TRUE;838176287373996032;125
"RT @winsonics: So true.  #wiretap #PresidentTrump #MAGA @realDonaldTrump #wiretap #March4Trump #ObamaGate https://t.co/WAxi6aMVNm";"2017-03-04 23:56:14";"GodspeedTrumps";47;TRUE;838176286879203328;129
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:13";"cujokiller23";244;TRUE;838176286501646336;144
"BREAKING : Hannity HAMMERS Valerie Jarrett Over Wiretap Scandal AND WINS! https://t.co/ROjseayfHa via @truthfeednews";"2017-03-04 23:56:13";"dsventure";0;FALSE;838176285201420288;116
"RT @foreignpolicy77: #Trump says #wiretap allegation is like Watergate. That was an illegal act against a party. IF DONE this was done by F…";"2017-03-04 23:56:13";"ihaveajrnow";22;TRUE;838176284689727488;140
"Non-Denial 'Denial': Obama Response to Trump 'Wiretap' Claim Raises More Questions - Breitbart https://t.co/7CYMqS0Cqv";"2017-03-04 23:56:13";"CollegeBrigade";0;FALSE;838176282940702720;118
"RT @NatureGuy101: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>Sikh man gunned down in hate crime and garbage @realDonaldTrump spends day tweeting about a reality show &amp; imaginary wir…";"2017-03-04 23:56:12";"Mom_with2boys";27;TRUE;838176282542243840;183
"RT @tedlieu: Mr. President: If there was a wiretap at Trump Tower, that means a fed judge found probable cause of crime which means you are…";"2017-03-04 23:56:12";"PaulY415";28842;TRUE;838176282189811712;140
"RT @SkinnyJihadi: @TwitchyTeam meanwhile his own peeps – like Obama speechwriter @jonfavs  – warn not to say it's false <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>  #TrumpTower #wir…";"2017-03-04 23:56:12";"MAMASLAVV";5;TRUE;838176281699176448;179
"RT @frenchfortrump: Ben Rhodes, WH Fiction Writer proclaims
@POTUS &amp; NYtimes...Liars?
ONLY a Corrupt OBAMA Administration
would #wiretap wh…";"2017-03-04 23:56:12";"jerryscar";484;TRUE;838176281594376192;144
"RT @KurtSchlichter: Here's what happened. Obama's flunkies got a #wiretap. They found nothing. They got the media to pretend they did. DJT…";"2017-03-04 23:56:12";"Trojan60";394;TRUE;838176281573326848;139
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:12";"Diane_in_Tucson";246;TRUE;838176281564893184;144
"RT @T_S_P_O_O_K_Y: Look for me tonight 8 PM EDT hour on @FoxNews to continue discussions of Obama admin wiretap of Trump campaign https://t…";"2017-03-04 23:56:12";"marymauldin";48;TRUE;838176281267163136;140
"Advertising rule 1 timing is everything, #Trump fronted this #wiretap cycle today to launch tomorrow, this card was in his hand for months.";"2017-03-04 23:56:12";"ThroughMikesEye";0;FALSE;838176278951886848;139
"RT @skeller85: Trump Just Caught Stealing 'Obama Wiretap Theory' From Alt-Right Website https://t.co/DL9qTiDNvh";"2017-03-04 23:56:12";"Frankie1654";21;TRUE;838176278561837056;111
"RT @_Makada_: Fake news media is acting like Obama couldn't #wiretap Trump Tower when we already know the NSA listens to everyone's phone c…";"2017-03-04 23:56:12";"CathyTo47590555";521;TRUE;838176278553354240;140
"RT @France4Hillary: Trump has become much more paranoid than Nixon. He invents crazy, ridiculous conspiracy theories to distract us from #R…";"2017-03-04 23:56:11";"Don_E_Harris";353;TRUE;838176277299351552;140
"RT @greeneyes0084: Dear Obama:
You spied.
You wanted to divide. 
Trump had nothing to hide. 
Y'all lost in a landslide.
#ObamaGate #Wiretap…";"2017-03-04 23:56:11";"Lion_LAM";1421;TRUE;838176276904976384;140
"RT @Dcarter888K: @jaywillis @SpeakerRyan @SenateMajLdr  Liberals so wrong here's the story #Obamagate https://t.co/AMFwpobnC8 No  @POTUS  t…";"2017-03-04 23:56:11";"Chesam57";12;TRUE;838176276515016704;140
"RT @MikePenceVP: Of course Obama just issued a statement denying the #wiretap allegations. You know like Benghazi, Ransom, Iran, Russia, DO…";"2017-03-04 23:56:11";"BostonJohn9";1364;TRUE;838176276502368256;140
"RT @AriMelber: Legally, a warrant to wiretap requires probable cause of crimes by a US person, OR information for targeting a foreign power…";"2017-03-04 23:56:11";"charlescollier";256;TRUE;838176276447899648;140
"RT @RepublicReturn: God Bless America #March4Trump #TrumpTower #SpiritofAmericaRally #WireTap FISA https://t.co/8D5gANIjlD";"2017-03-04 23:56:11";"LOOKING_4_NEWS";117;TRUE;838176276125003776;122
"RT @GeorgeTakei: For a fuller understanding of the pickle Trump just put himself in... https://t.co/ayWGFOsQum";"2017-03-04 23:56:11";"woodlandlabs";1268;TRUE;838176275852312576;110
"RT @winsonics: So true.  #wiretap #PresidentTrump #MAGA @realDonaldTrump #wiretap #March4Trump #ObamaGate https://t.co/WAxi6aMVNm";"2017-03-04 23:56:11";"TXCoach10";47;TRUE;838176275772616704;129
"RT @CNN: .@LindseyGrahamSC responds to Donald Trump's claim that Obama wiretapped him https://t.co/phnWHeCO7J https://t.co/e8kvKJUC6Y";"2017-03-04 23:56:11";"DemLeftOfCenter";2413;TRUE;838176274879164416;133
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:10";"EagleEarz";246;TRUE;838176274015268864;144
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:10";"LazaroG15912573";246;TRUE;838176274002685952;144
"RT @tedlieu: Mr. President: If there was a wiretap at Trump Tower, that means a fed judge found probable cause of crime which means you are…";"2017-03-04 23:56:10";"austio311";28842;TRUE;838176273193054208;140
"RT @ConstanceQueen8: Non-Denial 'Denial': Obama Response to Trump 'Wiretap' Claim Raises More Questions - Breitbart https://t.co/gtcdkRm7x6…";"2017-03-04 23:56:10";"CCSatex";23;TRUE;838176273134419968;140
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:10";"krystle7isle";246;TRUE;838176272933085184;144
"RT @SonofLiberty357: We have taken this from 78-22 to 68-32. Let's flip it farther. #maga #wiretap #obamagate #wiretapping  #fisa https://t…";"2017-03-04 23:56:10";"MyPlace4U";36;TRUE;838176271565733888;140
"RT @GaltsGultch: NSA Director Mike Rogers Told Trump About The Wire Taps And Was Removed From Office
#TRUMP #TrumpTower #WireTap #ThingsWeS…";"2017-03-04 23:56:10";"ElfindaleLane";956;TRUE;838176270856908800;140
"RT @RickCanton: I did not have sexual relations with that woman. - Bill Clinton

I did not #wiretap that President-elect. - Barack Obam…";"2017-03-04 23:56:09";"EstellaGuillen1";84;TRUE;838176269686603776;136
"RT @pittgriffin: Remember when American Presidents were respected abroad? Perhaps the respect will return with the next one.
#wiretap #Trum…";"2017-03-04 23:56:09";"PaulineWasser";9;TRUE;838176269401382912;140
"RT @Harry1T6: It's difficult to fathom how, after using the IRS as his personal Gestapo against Republicans, Obama could POSSIBLY wiretap T…";"2017-03-04 23:56:09";"CensoredCucumb";709;TRUE;838176268411678720;140
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:09";"SDrinsinger";246;TRUE;838176267706974208;144
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:09";"littlebitgood";246;TRUE;838176267392454656;144
"@BarackObama I hope they nail your ass to the wall. #ARRESTObama #ObamaGate #wiretap #LOCKHIMUP https://t.co/AnFWIcZjTm";"2017-03-04 23:56:09";"candyapple2000";0;FALSE;838176266729713664;119
"RT @djbratpack: Former President #Obama Issues Statement on Trump's Wiretap Claims: Simply False
https://t.co/nuQjjvREMs  #TrumpRussia #T…";"2017-03-04 23:56:09";"Betterw05759703";4;TRUE;838176266276630528;138
"RT @KamVTV: YES! @seanhannity hammers Valerie Jarret on Twitter over #wiretapping and WINS! Epic TAKEDOWN! #TrumpTower 
MAGA!! 
https://t.c…";"2017-03-04 23:56:09";"Sweetcaramel_71";1093;TRUE;838176266142502912;140
"RT @PolluxAurelius: Obama's DOJ did whatever he wanted. He got caught twice spying on both Associated Press &amp; FoxNews

A #WireTap on Trump…";"2017-03-04 23:56:08";"AlanAshleyT";1575;TRUE;838176264733212672;143
"RT @WonkPorn: #WonkPorn Trump’s Wiretap Rant Betrays Ignorance of the Law https://t.co/gMfz8E63sW https://t.co/Xtcpl4uBHl";"2017-03-04 23:56:08";"NYVV4LIFE";1;TRUE;838176264607383552;121
"RT @thehill: Top Obama adviser fires back at Trump over wiretapping claims https://t.co/nFLy5hIYTk https://t.co/cb76cqhsZR";"2017-03-04 23:56:08";"peter_mosby";20;TRUE;838176263672037376;122
"RT @molratty: I see. The wiretap of a political opponent's server happened but the WH knew nothing of it. https://t.co/s1XLaIDwDP";"2017-03-04 23:56:08";"hrothenb";52;TRUE;838176263172984832;129
"RT @RealMuckmaker: The Real President Returns As Obama Comes Back To Eviscerate Trump's Wiretap Lies via @politicususa https://t.co/H50XcXW…";"2017-03-04 23:56:08";"ntmyprez";68;TRUE;838176262900305920;140
"RT @brhodes: No President can order a wiretap. Those restrictions were put in place to protect citizens from people like you. https://t.co/…";"2017-03-04 23:56:08";"nmbr1hussy";42998;TRUE;838176262665474048;140
"RT @RapinBill: Apparently if any of the Trump Tower #wiretap is illegal (it was), Obama is looking at 20 years in prison.";"2017-03-04 23:56:08";"chickadee14";1016;TRUE;838176261931401216;121
"RT @StockMonsterUSA: Obama was Wiretapping Merkel's phone 4 years, even before she was elected Chancellor! #LockHimUp #Wiretap #FISA Trump…";"2017-03-04 23:56:07";"TABCOLtd";487;TRUE;838176261071585280;139
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:07";"mg_onthdl12";238;TRUE;838176259188326400;144
"RT @KFILE: Amazing, our story is five Trump tweets followed by a bunch of reporting to figure out what's going on. 
https://t.co/vSfZmvbSiy…";"2017-03-04 23:56:07";"TheDrugChild";27;TRUE;838176258433421312;140
"RT @tedlieu: Mr. President: If there was a wiretap at Trump Tower, that means a fed judge found probable cause of crime which means you are…";"2017-03-04 23:56:06";"Mr205dan";28842;TRUE;838176256961179648;140
"RT @MarkSZaidEsq: My law partner @BradMossEsq had excellent op-ed published today by @politico abt @realDonaldTrump &amp; FISA https://t.co/T81…";"2017-03-04 23:56:06";"Lillyb3an";20;TRUE;838176256810233856;144
"RT @PalmerReport: Carter Page fires back, says Donald Trump was behind Russia conspiracy at GOP Convention https://t.co/wpbmTfHkCI #wiretap…";"2017-03-04 23:56:06";"John12408400";155;TRUE;838176255946051584;140
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:06";"DrainThatSwamp";238;TRUE;838176255841296384;144
"RT @AmyMek: Obama was wiretapping Merkel's phone 4 years, even before she was elected Chancellor! No Surprise he would also #wiretap Trump…";"2017-03-04 23:56:06";"rayb66";2418;TRUE;838176255312809984;139
"HEY DUMBSHIT!!! Furher @POTUS doesn't KNOW ASS From Hole in Ground! He has IDIOTS Like U<ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> Making DumbTweets -… https://t.co/oLAvPV9oYX";"2017-03-04 23:56:06";"MrGoalie35";0;FALSE;838176254465556480;173
"RT @CarolineWalkerB: BREAKING : Hannity HAMMERS Valerie Jarrett Over “Wiretap Scandal” AND WINS! https://t.co/c0i1q0NhLD https://t.co/PT2pb…";"2017-03-04 23:56:06";"alexdostom";13;TRUE;838176254301974528;140
"RT @tedlieu: Trump's explosive admission of #wiretap at Trump Tower means Congress must appoint special prosecutor to review what was learn…";"2017-03-04 23:56:06";"centillio";1087;TRUE;838176254280921088;140
"RT @brhodes: No President can order a wiretap. Those restrictions were put in place to protect citizens from people like you. https://t.co/…";"2017-03-04 23:56:05";"fiiwasayeyi";42998;TRUE;838176253190471680;140
"RT @AgentZe: Hearing Trump supporters defend Trump, is like hearing an abuse victim defend abuser. He's doing his best he cares about us…";"2017-03-04 23:56:05";"Moshi7997";1;TRUE;838176253106610176;137
"RT @CRENpolitics: So after today's news, this true no matter which way the outcome occurs in the #wiretap https://t.co/ViyVdm47XL";"2017-03-04 23:56:05";"cmbyjackie";40;TRUE;838176252842422272;129
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:05";"Debi_52";238;TRUE;838176252603297792;144
"RT @Impeach_D_Trump: Donnie off his meds again. Don, Obama didn't wiretap you. FBI + evidence to FISA court + probable cause = wiretap.  #d…";"2017-03-04 23:56:05";"jezebelly1";293;TRUE;838176251550527488;140
"RT @StockMonsterUSA: Twitter censoring Hashtag #ObamaGate folks ...

Push it hard!! Trump Train !!

#LockHimUp #Wiretap Trump Tower @realDo…";"2017-03-04 23:56:05";"AlphaWolF_UK";2547;TRUE;838176251491856384;140
"RT @RWPUSA: When 45 accuses 44 of wiretap w/o warrant every Republican on the Hill should support independent prosecutor for all of it";"2017-03-04 23:56:05";"VatiaSpider";875;TRUE;838176251210784768;134
"RT @matthewchampion: how news works:

Thursday: Conservative radio show says Obama sought Trump wiretap
Friday: Breitbart reports this
Satu…";"2017-03-04 23:56:05";"Samashlovee";3646;TRUE;838176251093397504;140
"RT @Carolde: Obama Staffers Decline to Rule Out Trump Tower Wiretap | LifeZette
Ummmm <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8><ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>
@ClubSpeaks @pink_lady56 @grammy620  https://t.co/…";"2017-03-04 23:56:05";"faith024";11;TRUE;838176251093331968;218
"RT @TruthFeedNews: BREAKING : Hannity HAMMERS Valerie Jarrett Over Wiretap Scandal AND WINS! https://t.co/H3RKErmwTF #maga #trumptrain #t…";"2017-03-04 23:56:05";"RightAsRain7";36;TRUE;838176249482735616;138
"RT @oasisupernova: WHEN I GET REELECTED I'LL HAVE MORE FLEXIBILITY FOR HILLARY TO SELL YOU URANIUM!  #Russiagate  
#ObamaGate #Wiretap #Wir…";"2017-03-04 23:56:05";"JoeSixpackSays";3;TRUE;838176249415667712;140
"RT @Ian56789: Trump wiretap is the REAL scandal of the US election, bogus Russia story is the real cover-up https://t.co/mYIvXY0IpS
FISA #w…";"2017-03-04 23:56:05";"elegepd1234";190;TRUE;838176249197576192;140
"RT @V0NNiEE: What's this? All the countries @HillaryClinton received money from? No wiretap there though.

#ObamaGate https://t.co/qEVMu8w1…";"2017-03-04 23:56:04";"moongopie";80;TRUE;838176249000386560;140
"RT @greeneyes0084: Dear Obama:
You spied.
You wanted to divide. 
Trump had nothing to hide. 
Y'all lost in a landslide.
#ObamaGate #Wiretap…";"2017-03-04 23:56:04";"JOHNELL43377781";1421;TRUE;838176247037440000;140
"RT @GaltsGultch: NSA Director Mike Rogers Told Trump About The Wire Taps And Was Removed From Office
#TRUMP #TrumpTower #WireTap #ThingsWeS…";"2017-03-04 23:56:04";"HuskerPower811";956;TRUE;838176246857072640;140
"RT @politico: Analysis: Trump’s wiretap rant betrays ignorance of the law https://t.co/gI7x7g0lZY via @POLITICOMag https://t.co/e9h0yUhXzZ";"2017-03-04 23:56:04";"ChristineB143";103;TRUE;838176246357962752;138
"Former Mexican President mocks Trump over wiretap allegations: Globalist!! https://t.co/TUSuvzcGFB via @realDennisLynch";"2017-03-04 23:56:04";"Loisdutch1";0;FALSE;838176245569433600;119
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:04";"Apollo110769";233;TRUE;838176245082914816;144
"RT @brhodes: No President can order a wiretap. Those restrictions were put in place to protect citizens from people like you. https://t.co/…";"2017-03-04 23:56:04";"JoyceTheBaddest";42998;TRUE;838176245024174080;140
"RT @politico: Analysis: Trump’s wiretap rant betrays ignorance of the law https://t.co/gI7x7g0lZY via @POLITICOMag https://t.co/e9h0yUhXzZ";"2017-03-04 23:56:03";"ungubunugu1274";103;TRUE;838176244755795968;138
"RT @brhodes: No President can order a wiretap. Those restrictions were put in place to protect citizens from people like you. https://t.co/…";"2017-03-04 23:56:03";"ceeller";42998;TRUE;838176244143357952;140
"RT @charlespm777: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>Breaking Video<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>Pres. Trump gets out of motorcade at Mar-a-Lago Rally! <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>
#fisa
#wiretap
#march4trump
#blacksfortrump
#Ob…";"2017-03-04 23:56:03";"Kaysexton20";329;TRUE;838176243417776128;296
"RT @tedlieu: Mr. President: If there was a wiretap at Trump Tower, that means a fed judge found probable cause of crime which means you are…";"2017-03-04 23:56:03";"tram03ag";28843;TRUE;838176241622601728;140
"RT @SheriffClarke: Obama is sleazy. Don't believe a word. Lied on shovel ready jobs, Iran deal &amp; Obamacare, if you like your doctor. https:…";"2017-03-04 23:56:03";"therealfunyfarm";233;TRUE;838176241475690496;144
"RT @AmyMek: Obama was wiretapping Merkel's phone 4 years, even before she was elected Chancellor! No Surprise he would also #wiretap Trump…";"2017-03-04 23:56:03";"margrazyna";2416;TRUE;838176241446449152;139
"RT @PolluxAurelius: Obama's DOJ did whatever he wanted. He got caught twice spying on both Associated Press &amp; FoxNews

A #WireTap on Trump…";"2017-03-04 23:56:03";"SireOfTheSlain";1573;TRUE;838176241438060544;143
"Sounds like #45 got his latest #wiretap #conspiracytheory from the media he consumes (which gets ITS conspiracy the… https://t.co/J2O3kor4EO";"2017-03-04 23:56:03";"DebunkRacistH8";0;FALSE;838176240880201728;140
"RT @StockMonsterUSA: Twitter censoring Hashtag #ObamaGate folks !!! 

Push it !! Trump Train 

#Wiretap Trump Tower https://t.co/qMWScUu1LX";"2017-03-04 23:56:03";"SuzannaMarie76";577;TRUE;838176240829751296;139
"RT @MarkDice: Howard Dean is confirming the wiretap happened.  #ObamaGate https://t.co/rkZ2BmPsZB";"2017-03-04 23:56:02";"garaffon";333;TRUE;838176240439820288;97
"RT @maggieNYT: This statement isn't just about possible wiretap of Trump Tower. It's a subtweet at Priebus for FBI comments https://t.co/0T…";"2017-03-04 23:56:02";"ArtemisCJD";1219;TRUE;838176237713412096;140
"RT @Jonathanky74: Carter Page fires back, says Donald Trump was behind Russia conspiracy at GOP Convention #wiretap #wiretapping  https://t…";"2017-03-04 23:56:02";"magicdmw";2;TRUE;838176237579350016;140
"RT @B04t_Tr45h: Clinton Resurfaces - Encourages Protests AKA Violence #TrumpStrong #MAGA #AmericaFirst #wiretap #saturdaymorning  https://t…";"2017-03-04 23:56:02";"DeplorableLuna";3;TRUE;838176237319245824;140
"RT @bocavista2016: #ObamaGate

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Obama ordered #WireTap of Trump Tower
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>#FISA granted warrant
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Continued wiretap after warrant expired

http…";"2017-03-04 23:56:02";"ultimateinfowar";1665;TRUE;838176237042425856;257
"RT @Impeach_D_Trump: At what point do we deem the President
 
MENTALLY UNSTABLE
UNFIT
DANGER TO OUR COUNTRY

#wiretap
Trump Tower
#FISA";"2017-03-04 23:56:01";"IndifferentCow";45;TRUE;838176236211941376;135
"RT @StockMonsterUSA: #ObamaGate 

Barrack Obama Hussein &amp; #FISA Judges MUST Be Held Accountable !!!

#LockHimUp #WireTap
@realDonaldTrump T…";"2017-03-04 23:56:01";"listeningin35";1034;TRUE;838176236195078144;144
"RT @Carolde: Obama Staffers Decline to Rule Out Trump Tower Wiretap | LifeZette
Ummmm <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8><ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>
@ClubSpeaks @pink_lady56 @grammy620  https://t.co/…";"2017-03-04 23:56:01";"sblhota";11;TRUE;838176235880579072;218
"RT @renomarky: Which is more believable ?
<U+20E3><U+20E3><U+20E3><U+20E3><U+20E3><U+20E3><U+20E3><U+20E3><U+2B1B>

Trump partnering with Russia to fix election. (lol)
OR
Obama #wiretap of Trump Tower";"2017-03-04 23:56:01";"430rhonda";44;TRUE;838176235377262592;200
"RT @tedlieu: Mr. President: If there was a wiretap at Trump Tower, that means a fed judge found probable cause of crime which means you are…";"2017-03-04 23:56:01";"kevintzou";28843;TRUE;838176234399899648;140
"RT @PolluxAurelius: Obama's DOJ did whatever he wanted. He got caught twice spying on both Associated Press &amp; FoxNews

A #WireTap on Trump…";"2017-03-04 23:56:01";"PeaceLoveAnie";1573;TRUE;838176234207064064;143
"#wiretap https://t.co/wzRudG4oLA";"2017-03-04 23:56:01";"lekinzie";0;FALSE;838176234005745664;32
